   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, bubble_cmp, bubble_swaps, bubble_time, heap_cmp, heap_swaps, heap_time
   0,             1,               0,              2,         1,           0,          1,          1,            0,           0,        6,          0,         1
   1,             1,               0,              0,         4,           1,         10,          1,            0,           0,       10,          1,         1
   2,             3,               0,              1,        13,           2,         10,          5,            0,           1,       22,          3,         3
   3,             6,               2,              2,        26,           3,          2,         11,            2,          37,       31,          5,         4
   4,             8,               2,              4,        39,           4,          6,         19,            2,           3,       52,          9,        15
   5,            10,               2,              3,        54,           5,          4,         29,            2,           2,       64,         11,         3
   6,            12,               2,              2,        71,           6,          4,         41,            2,           1,       79,         13,         3
   7,            14,               2,              2,        90,           7,          3,         55,            2,           2,       94,         16,         7
   8,            16,               2,              2,       111,           8,          5,         71,            2,           1,      123,         22,         4
   9,            18,               2,              2,       134,           9,          4,         89,            2,           1,      144,         26,         4
  10,            20,               2,              2,       159,          10,          4,        109,            2,           2,      167,         30,         4
  11,            22,               2,              3,       186,          11,          5,        131,            2,           2,      188,         34,         4
  12,            25,               3,              3,       192,          12,          3,        155,            3,           1,      214,         39,         4
  13,            27,               3,              2,       223,          13,         10,        181,            3,           2,      235,         43,         4
  14,            29,               3,              3,       256,          14,          4,        209,            3,           3,      261,         48,         4
  15,            31,               3,              9,       291,          15,          5,        239,            3,           3,      281,         52,         6
  16,            33,               3,              3,       328,          16,          6,        271,            3,           3,      311,         58,         6
  17,            36,               4,              4,       334,          17,          6,        305,            4,           2,      338,         63,         5
  18,            38,               4,              4,       375,          18,          5,        341,            4,           3,      369,         69,         5
  19,            40,               4,              3,       418,          19,          5,        379,            4,           3,      398,         75,         5
  20,            43,               5,              4,       424,          20,         65,        419,            5,           5,      432,         82,         5
  21,            46,               6,              4,       475,          22,         23,        461,            6,           3,      458,         87,         6
  22,            48,               6,              4,       524,          23,         25,        505,            6,           5,      483,         91,         7
  23,            50,               6,              4,       575,          24,          8,        551,            6,           6,      512,         97,         9
  24,            52,               6,              5,       628,          25,         54,        599,            6,           7,      543,        103,        10
  25,            54,               6,              4,       683,          26,          3,        649,            6,           6,      572,        109,         7
  26,            57,               7,              4,       689,          27,          3,        701,            7,          69,      600,        114,         7
  27,            60,               8,              4,       752,          29,          3,        755,            8,           6,      626,        119,         7
  28,            64,              10,              5,       763,          30,          3,        811,           10,           7,      657,        125,         8
  29,            66,              10,              5,       826,          31,          4,        869,           10,           7,      686,        131,        10
  30,            68,              10,              4,       891,          32,          4,        929,           10,           7,      717,        137,         8
  31,            71,              11,              8,       897,          33,          3,        991,           11,           8,      743,        142,         8
  32,            73,              11,              5,       966,          34,          3,       1055,           11,          16,      776,        148,         8
  33,            75,              11,              5,      1037,          35,          4,       1121,           11,           2,      808,        154,         8
  34,            77,              11,              6,      1110,          36,          5,       1189,           11,           2,      854,        164,        10
  35,            80,              12,              6,      1116,          37,          6,       1259,           12,           2,      876,        167,        10
  36,            82,              12,              7,      1193,          38,          5,       1331,           12,           2,      923,        177,        10
  37,            84,              12,              6,      1272,          39,          4,       1405,           12,           2,      948,        181,         9
  38,            86,              12,              6,      1353,          40,          5,       1481,           12,           2,      979,        187,        12
  39,            88,              12,             10,      1436,          41,          7,       1559,           12,           4,     1017,        195,        14
  40,            91,              13,              7,      1442,          42,          7,       1639,           13,           3,     1041,        198,        10
  41,            93,              13,              6,      1529,          43,          6,       1721,           13,           3,     1078,        206,        12
  42,            95,              13,              7,      1618,          44,          4,       1805,           13,           2,     1116,        214,        11
  43,            97,              13,              8,      1709,          45,          8,       1891,           13,           3,     1153,        222,        11
  44,            99,              13,              7,      1802,          46,          5,       1979,           13,           6,     1186,        228,        28
  45,           101,              13,              7,      1897,          47,          6,       2069,           13,           4,     1217,        234,        15
  46,           103,              13,              8,      1994,          48,          8,       2161,           13,           4,     1259,        242,        35
  47,           106,              14,              7,      2000,          49,          5,       2255,           14,           3,     1285,        247,        10
  48,           109,              15,              6,      2105,          51,          5,       2351,           15,           2,     1325,        255,        10
  49,           111,              15,              6,      2208,          52,          3,       2449,           15,           3,     1358,        261,        10
  50,           113,              15,              6,      2313,          53,          6,       2549,           15,           3,     1400,        270,        11
  51,           116,              16,              8,      2319,          54,          4,       2651,           16,           3,     1422,        273,        10
  52,           119,              17,              6,      2432,          56,          5,       2755,           17,           3,     1461,        280,        10
  53,           123,              19,              6,      2443,          57,          3,       2861,           19,           3,     1497,        288,        11
  54,           127,              21,              9,      2452,          58,          7,       2969,           21,           4,     1530,        294,        13
  55,           129,              21,              9,      2567,          59,          6,       3079,           21,           4,     1559,        300,        13
  56,           131,              21,             10,      2684,          60,          9,       3191,           21,           5,     1601,        308,        14
  57,           133,              21,              9,      2803,          61,          7,       3305,           21,           5,     1631,        313,        13
  58,           135,              21,             10,      2924,          62,         24,       3421,           21,           7,     1667,        321,        18
  59,           137,              21,             10,      3047,          63,          8,       3539,           21,           4,     1697,        327,        16
  60,           139,              21,             10,      3172,          64,          8,       3659,           21,           5,     1738,        335,        16
  61,           141,              21,              9,      3299,          65,          9,       3781,           21,           7,     1767,        340,        21
  62,           143,              21,             12,      3428,          66,         10,       3905,           21,           7,     1800,        346,        21
  63,           145,              21,             19,      3559,          67,          9,       4031,           21,           6,     1831,        352,        16
  64,           148,              22,             13,      3565,          68,          8,       4159,           22,           6,     1855,        355,        21
  65,           150,              22,             10,      3700,          69,          6,       4289,           22,           6,     1894,        363,        18
  66,           152,              22,             11,      3837,          70,         11,       4421,           22,           5,     1956,        377,        24
  67,           154,              22,             11,      3976,          71,          7,       4555,           22,           9,     1989,        383,        26
  68,           157,              23,             11,      3982,          72,          7,       4691,           23,           7,     2035,        392,        17
  69,           161,              25,             11,      3993,          73,          7,       4829,           25,           6,     2069,        398,        16
  70,           166,              28,             11,      4007,          74,          7,       4969,           28,           7,     2113,        407,        16
  71,           171,              31,             12,      4022,          75,          9,       5111,           31,           6,     2146,        413,        17
  72,           173,              31,             13,      4171,          76,         13,       5255,           31,           8,     2194,        423,        20
  73,           175,              31,             14,      4322,          77,         22,       5401,           31,           8,     2221,        427,        20
  74,           177,              31,             12,      4475,          78,          9,       5549,           31,           9,     2271,        437,        19
  75,           179,              31,             15,      4630,          79,          9,       5699,           31,           7,     2307,        445,        24
  76,           181,              31,             12,      4787,          80,          9,       5851,           31,           8,     2351,        453,        20
  77,           183,              31,             13,      4946,          81,          8,       6005,           31,          13,     2383,        459,        35
  78,           186,              32,             13,      4952,          82,          9,       6161,           32,          11,     2428,        468,        17
  79,           190,              34,             13,      4963,          83,         10,       6319,           34,           9,     2469,        476,        25
  80,           192,              34,             11,      5128,          84,         10,       6479,           34,          11,     2512,        484,        18
  81,           194,              34,             11,      5295,          85,          8,       6641,           34,           9,     2537,        488,        26
  82,           196,              34,             13,      5464,          86,         13,       6805,           34,           8,     2572,        494,        20
  83,           199,              35,             14,      5470,          87,         10,       6971,           35,          10,     2630,        507,        28
  84,           201,              35,             16,      5643,          88,          9,       7139,           35,          10,     2658,        511,        20
  85,           205,              37,             14,      5659,          90,         11,       7309,           37,          10,     2691,        517,        21
  86,           210,              40,             13,      5672,          92,          9,       7481,           40,          10,     2736,        526,        21
  87,           212,              40,             14,      5851,          93,          9,       7655,           40,           8,     2775,        534,        21
  88,           214,              40,             16,      6032,          94,         10,       7831,           40,          11,     2816,        542,        22
  89,           216,              40,             15,      6215,          95,         11,       8009,           40,          11,     2841,        546,        23
  90,           218,              40,             16,      6400,          96,         11,       8189,           40,          10,     2897,        558,        43
  91,           221,              41,             15,      6406,          97,         11,       8371,           41,          11,     2935,        565,        26
  92,           223,              41,             17,      6595,          98,         12,       8555,           41,          12,     2982,        575,        22
  93,           225,              41,             15,      6786,          99,         10,       8741,           41,          11,     3013,        580,        24
  94,           227,              41,             14,      6979,         100,         12,       8929,           41,          12,     3061,        590,        24
  95,           229,              41,             13,      7174,         101,          8,       9119,           41,          11,     3108,        600,        22
  96,           231,              41,             16,      7371,         102,         12,       9311,           41,          14,     3126,        601,        28
  97,           236,              44,             16,      7011,         103,         10,       9505,           44,          15,     3164,        610,        25
  98,           242,              48,             17,      7023,         105,         11,       9701,           48,          17,     3201,        616,        24
  99,           244,              48,             28,      7226,         106,         12,       9899,           48,          19,     3267,        631,        25
 100,           246,              48,             20,      7431,         107,         12,      10099,           48,          15,     3298,        636,        28
 101,           248,              48,             19,      7638,         108,         14,      10301,           48,          14,     3328,        640,        31
 102,           250,              48,             19,      7847,         109,         14,      10505,           48,          15,     3390,        654,        27
 103,           252,              48,             44,      8058,         110,         12,      10711,           48,          50,     3417,        659,        25
 104,           254,              48,             18,      8271,         111,         16,      10919,           48,          17,     3475,        672,        27
 105,           256,              48,            997,      8486,         112,         32,      11129,           48,          16,     3502,        676,        27
 106,           258,              48,             21,      8703,         113,         14,      11341,           48,          16,     3548,        686,        30
 107,           261,              49,             26,      8709,         114,         13,      11555,           49,          17,     3586,        693,        21
 108,           264,              50,             21,      8934,         116,         15,      11771,           50,          17,     3627,        701,        25
 109,           269,              53,             17,      8733,         116,          9,      11989,           53,          11,     3663,        708,        20
 110,           273,              55,             16,      9167,         118,          9,      12209,           55,          11,     3704,        716,        25
 111,           275,              55,             16,      9394,         119,         11,      12431,           55,          14,     3743,        724,        27
 112,           277,              55,             21,      9623,         120,         12,      12655,           55,          13,     3788,        733,        27
 113,           280,              56,             21,      9629,         121,         13,      12881,           56,          17,     3814,        736,        25
 114,           283,              57,             16,      9640,         122,         10,      13109,           57,          14,     3855,        744,        21
 115,           288,              60,             17,      9653,         123,          9,      13339,           60,          14,     3902,        755,        24
 116,           290,              60,             17,      9890,         124,         16,      13571,           60,          16,     3934,        759,        26
 117,           292,              60,             16,     10129,         125,          8,      13805,           60,          12,     3978,        769,        22
 118,           294,              60,             15,     10370,         126,          9,      14041,           60,          15,     4013,        775,        34
 119,           298,              62,             20,     10147,         127,         10,      14279,           62,          16,     4064,        787,        24
 120,           300,              62,             18,     10392,         128,         11,      14519,           62,          14,     4093,        791,        33
 121,           302,              62,             19,     10639,         129,         12,      14761,           62,          15,     4139,        801,        44
 122,           304,              62,             21,     10888,         130,         15,      15005,           62,          20,     4177,        807,        30
 123,           306,              62,             20,     11139,         131,         14,      15251,           62,          20,     4205,        812,        29
 124,           308,              62,             23,     11392,         132,         17,      15499,           62,          22,     4247,        821,        32
 125,           310,              62,             21,     11647,         133,         17,      15749,           62,          21,     4286,        829,        33
 126,           312,              62,             22,     11904,         134,         17,      16001,           62,          25,     4324,        836,        31
 127,           314,              62,             20,     12163,         135,         38,      16255,           62,          25,     4361,        842,        29
 128,           316,              62,             23,     12424,         136,         18,      16511,           62,          24,     4402,        851,        39
 129,           320,              64,             22,     12181,         137,         18,      16769,           64,          34,     4442,        859,        31
 130,           322,              64,             27,     12446,         138,         14,      17029,           64,          25,     4502,        872,        41
 131,           324,              64,             22,     12713,         139,         16,      17291,           64,          28,     4545,        879,        33
 132,           326,              64,             22,     12982,         140,         15,      17555,           64,          21,     4586,        886,        37
 133,           329,              65,             30,     12988,         141,         16,      17821,           65,          40,     4636,        898,        47
 134,           331,              65,             26,     13261,         142,         19,      18089,           65,          29,     4679,        906,        61
 135,           333,              65,             34,     13536,         143,         16,      18359,           65,          28,     4715,        912,        42
 136,           335,              65,             28,     13813,         144,         16,      18631,           65,          34,     4782,        927,        57
 137,           337,              65,             45,     14092,         145,         23,      18905,           65,          39,     4806,        930,        45
 138,           339,              65,             22,     14373,         146,         18,      19181,           65,          37,     4876,        945,        44
 139,           341,              65,             22,     14656,         147,         17,      19459,           65,          29,     4920,        954,        35
 140,           343,              65,             27,     14941,         148,         19,      19739,           65,          34,     4958,        961,        35
 141,           345,              65,             24,     15228,         149,         20,      20021,           65,          35,     4991,        966,        40
 142,           347,              65,             27,     15517,         150,         18,      20305,           65,          30,     5040,        976,        34
 143,           351,              67,             25,     15246,         151,         20,      20591,           67,          35,     5080,        984,       404
 144,           353,              67,             25,     15539,         152,         25,      20879,           67,          25,     5125,        992,        37
 145,           355,              67,             36,     15834,         153,         22,      21169,           67,          34,     5182,       1005,        39
 146,           358,              68,             25,     15840,         154,         22,      21461,           68,          28,     5234,       1016,        17
 147,           360,              68,             33,     16139,         155,         22,      21755,           68,          23,     5265,       1020,        14
 148,           362,              68,             21,     16440,         156,         15,      22051,           68,          22,     5306,       1028,        11
 149,           364,              68,             23,     16743,         157,         16,      22349,           68,          22,     5341,       1035,        10
 150,           367,              69,             30,     16749,         158,         42,      22649,           69,          26,     5400,       1047,        12
 151,           370,              70,             24,     17060,         160,         15,      22951,           70,          26,     5444,       1055,        12
 152,           372,              70,             24,     17369,         161,         40,      23255,           70,          31,     5509,       1070,        14
 153,           374,              70,             20,     17680,         162,         14,      23561,           70,          20,     5528,       1071,        13
 154,           376,              70,             24,     17993,         163,         12,      23869,           70,          21,     5592,       1085,        10
 155,           378,              70,             20,     18308,         164,         15,      24179,           70,          44,     5618,       1089,        13
 156,           380,              70,             24,     18625,         165,         20,      24491,           70,          24,     5665,       1097,        13
 157,           382,              70,             29,     18944,         166,         24,      24805,           70,          63,     5722,       1110,        20
 158,           384,              70,             18,     19265,         167,         23,      25121,           70,          37,     5779,       1123,        15
 159,           387,              71,             35,     19271,         168,         27,      25439,           71,          32,     5793,       1123,        16
 160,           389,              71,              5,     19596,         169,         24,      25759,           71,          36,     5841,       1131,        15
 161,           391,              71,              6,     19923,         170,         23,      26081,           71,          36,     5892,       1142,        15
 162,           394,              72,              5,     19929,         171,         75,      26405,           72,          47,     5926,       1147,        17
 163,           396,              72,              4,     20260,         172,         18,      26731,           72,          32,     5980,       1160,        17
 164,           398,              72,              4,     20593,         173,         32,      27059,           72,          44,     6045,       1174,        15
 165,           401,              73,              4,     20599,         174,         19,      27389,           73,          31,     6075,       1179,        16
 166,           405,              75,              5,     20610,         175,         17,      27721,           75,          38,     6120,       1188,        15
 167,           410,              78,             11,     20624,         176,         28,      28055,           78,          59,     6154,       1194,        25
 168,           416,              82,              9,     20639,         177,         41,      28391,           82,         110,     6204,       1204,        35
 169,           418,              82,              6,     20982,         178,         27,      28729,           82,          40,     6239,       1209,        21
 170,           420,              82,              6,     21327,         179,         19,      29069,           82,          31,     6288,       1219,        15
 171,           422,              82,              9,     21674,         180,         19,      29411,           82,          39,     6337,       1230,        18
 172,           424,              82,              7,     22023,         181,         19,      29755,           82,          42,     6381,       1238,        18
 173,           426,              82,              5,     22374,         182,         19,      30101,           82,          46,     6409,       1241,        17
 174,           428,              82,             11,     22727,         183,         34,      30449,           82,          42,     6467,       1254,        18
 175,           431,              83,              6,     22733,         184,         14,      30799,           83,          26,     6510,       1263,        12
 176,           433,              83,              4,     23090,         185,         29,      31151,           83,          40,     6549,       1269,        19
 177,           435,              83,              6,     23449,         186,         22,      31505,           83,         304,     6592,       1279,        22
 178,           438,              84,              6,     23455,         187,         25,      31861,           84,          65,     6628,       1284,        22
 179,           440,              84,              6,     23818,         188,         24,      32219,           84,          49,     6687,       1298,        22
 180,           442,              84,              6,     24183,         189,         23,      32579,           84,          57,     6745,       1310,        22
 181,           444,              84,              6,     24550,         190,         18,      32941,           84,          44,     6768,       1312,        18
 182,           446,              84,              5,     24919,         191,         21,      33305,           84,          56,     6810,       1320,        22
 183,           448,              84,              7,     25290,         192,         22,      33671,           84,          48,     6847,       1327,        21
 184,           451,              85,              6,     25296,         193,         22,      34039,           85,          53,     6898,       1337,        21
 185,           454,              86,              6,     25675,         195,         23,      34409,           86,          56,     6950,       1348,        19
 186,           458,              88,              6,     25686,         196,         21,      34781,           88,          54,     6992,       1356,        19
 187,           461,              89,              8,     26060,         197,         27,      35155,           89,          60,     7031,       1362,        30
 188,           463,              89,             16,     26441,         198,         26,      35531,           89,          50,     7091,       1376,        21
 189,           465,              89,              6,     26824,         199,         23,      35909,           89,          46,     7130,       1383,        20
 190,           467,              89,              6,     27209,         200,         23,      36289,           89,          54,     7186,       1394,        19
 191,           470,              90,              5,     27215,         201,         22,      36671,           90,          51,     7218,       1400,        19
 192,           474,              92,              6,     27226,         202,         22,      37055,           92,          53,     7257,       1407,        23
 193,           479,              95,              7,     27240,         203,         23,      37441,           95,          58,     7302,       1416,        17
 194,           485,              99,              6,     27255,         204,         21,      37829,           99,          67,     7353,       1426,        17
 195,           487,              99,              5,     27650,         205,         20,      38219,           99,          42,     7388,       1432,        20
 196,           489,              99,              6,     28047,         206,         20,      38611,           99,          54,     7432,       1441,        18
 197,           491,              99,              7,     28446,         207,         26,      39005,           99,          55,     7469,       1447,        18
 198,           493,              99,              6,     28847,         208,         22,      39401,           99,          39,     7520,       1458,        17
 199,           495,              99,              5,     29250,         209,        190,      39799,           99,          48,     7564,       1466,        19
 200,           497,              99,              6,     29655,         210,         24,      40199,           99,          48,     7611,       1475,        23
 201,           499,              99,              5,     30062,         211,         25,      40601,           99,          49,     7634,       1479,        18
 202,           502,             100,            185,     30068,         212,         26,      41005,          100,          62,     7689,       1490,        30
 203,           504,             100,              9,     30479,         213,         30,      41411,          100,          71,     7735,       1499,        74
 204,           506,             100,              5,     30892,         214,         29,      41819,          100,          47,     7794,       1512,        19
 205,           508,             100,              5,     31307,         215,         24,      42229,          100,          53,     7826,       1517,        21
 206,           511,             101,              6,     31313,         216,         23,      42641,          101,          51,     7886,       1530,        17
 207,           513,             101,              6,     31732,         217,         25,      43055,          101,          45,     7922,       1536,        19
 208,           517,             103,             42,     31748,         219,         26,      43471,          103,          51,     7988,       1551,        24
 209,           519,             103,              5,     32171,         220,         23,      43889,          103,          52,     8021,       1556,        22
 210,           521,             103,              6,     32596,         221,         24,      44309,          103,          51,     8073,       1567,        22
 211,           523,             103,              6,     33023,         222,         24,      44731,          103,         134,     8105,       1572,        24
 212,           525,             103,              6,     33452,         223,         24,      45155,          103,          90,     8151,       1581,        25
 213,           527,             103,              5,     33883,         224,         67,      45581,          103,          66,     8182,       1586,        28
 214,           529,             103,             12,     34316,         225,         50,      46009,          103,          77,     8241,       1599,        25
 215,           531,             103,              7,     34751,         226,         29,      46439,          103,          78,     8291,       1609,        24
 216,           533,             103,             13,     35188,         227,         34,      46871,          103,          61,     8318,       1613,        24
 217,           535,             103,              6,     35627,         228,         27,      47305,          103,          65,     8364,       1623,        23
 218,           538,             104,              6,     35633,         229,         28,      47741,          104,          72,     8404,       1629,        25
 219,           540,             104,              7,     36076,         230,         25,      48179,          104,          62,     8469,       1644,        82
 220,           542,             104,              6,     36521,         231,         26,      48619,          104,          61,     8520,       1654,        23
 221,           544,             104,              6,     36968,         232,         27,      49061,          104,          65,     8555,       1660,        23
 222,           548,             106,              6,     36539,         233,         27,      49505,          106,          76,     8600,       1669,        23
 223,           550,             106,              6,     36990,         234,         26,      49951,          106,          75,     8652,       1680,        25
 224,           552,             106,              7,     37443,         235,         33,      50399,          106,          71,     8691,       1687,        21
 225,           555,             107,              6,     37449,         236,         28,      50849,          107,          98,     8734,       1696,        21
 226,           557,             107,              6,     37906,         237,         26,      51301,          107,          58,     8784,       1705,        23
 227,           559,             107,              5,     38365,         238,         27,      51755,          107,          72,     8832,       1715,        23
 228,           561,             107,              6,     38826,         239,         27,      52211,          107,          63,     8875,       1723,        18
 229,           563,             107,              5,     39289,         240,         30,      52669,          107,          60,     8925,       1733,        19
 230,           566,             108,              5,     39295,         241,         25,      53129,          108,          59,     8969,       1742,        24
 231,           570,             110,              6,     39306,         242,         31,      53591,          110,          62,     9005,       1748,        27
 232,           574,             112,              6,     39320,         243,         26,      54055,          112,          61,     9042,       1754,        23
 233,           576,             112,              6,     39791,         244,         25,      54521,          112,          62,     9093,       1765,        23
 234,           578,             112,              6,     40264,         245,         27,      54989,          112,          68,     9136,       1773,        24
 235,           580,             112,             11,     40739,         246,         30,      55459,          112,          73,     9184,       1783,        23
 236,           582,             112,              6,     41216,         247,         28,      55931,          112,          61,     9233,       1793,        25
 237,           584,             112,              7,     41695,         248,         28,      56405,          112,          88,     9258,       1796,        34
 238,           587,             113,              8,     41701,         249,         43,      56881,          113,          88,     9331,       1813,        28
 239,           589,             113,              9,     42184,         250,         29,      57359,          113,          71,     9366,       1819,        25
 240,           591,             113,             18,     42669,         251,         30,      57839,          113,          61,     9404,       1825,        27
 241,           594,             114,              7,     42675,         252,         31,      58321,          114,          71,     9432,       1829,        56
 242,           598,             116,              7,     42686,         253,         31,      58805,          116,          73,     9482,       1839,        24
 243,           600,             116,              7,     43177,         254,         32,      59291,          116,          78,     9550,       1856,        25
 244,           602,             116,              8,     43670,         255,         33,      59779,          116,          82,     9597,       1865,        26
 245,           604,             116,              7,     44165,         256,         32,      60269,          116,          78,     9649,       1875,        26
 246,           607,             117,              7,     44171,         257,         32,      60761,          117,          75,     9673,       1878,        26
 247,           610,             118,              7,     44674,         259,         34,      61255,          118,          73,     9710,       1885,        25
 248,           613,             119,              7,     44685,         260,         32,      61751,          119,         125,     9764,       1897,        57
 249,           615,             119,              7,     45188,         261,         34,      62249,          119,         178,     9801,       1903,        22
 250,           617,             119,              8,     45693,         262,         41,      62749,          119,          80,     9860,       1916,        28
 251,           620,             120,              8,     45699,         263,         36,      63251,          120,          79,     9882,       1919,        26
 252,           622,             120,              8,     46208,         264,         39,      63755,          120,         138,     9920,       1924,        40
 253,           624,             120,             16,     46719,         265,         67,      64261,          120,         144,     9959,       1932,        25
 254,           627,             121,              7,     46725,         266,         42,      64769,          121,         100,    10007,       1942,        28
 255,           630,             122,             11,     47244,         268,       1646,      65279,          122,          84,    10057,       1953,        28
 256,           632,             122,              9,     47761,         269,         44,      65791,          122,         135,    10120,       1966,        25
 257,           634,             122,              7,     48280,         270,         34,      66305,          122,          68,    10164,       1974,        51
 258,           637,             123,              7,     48286,         271,         32,      66821,          123,          75,    10215,       1984,        23
 259,           639,             123,              6,     48809,         272,         29,      67339,          123,         113,    10241,       1989,        24
 260,           641,             123,              8,     49334,         273,         36,      67859,          123,          85,    10302,       2000,        31
 261,           643,             123,             10,     49861,         274,         77,      68381,          123,          97,    10351,       2011,        25
 262,           645,             123,             10,     50390,         275,         33,      68905,          123,          81,    10395,       2018,        27
 263,           647,             123,              7,     50921,         276,         35,      69431,          123,          83,    10451,       2030,        25
 264,           649,             123,              7,     51454,         277,         34,      69959,          123,          86,    10501,       2041,        38
 265,           651,             123,              9,     51989,         278,         41,      70489,          123,         162,    10559,       2053,       184
 266,           653,             123,              8,     52526,         279,         45,      71021,          123,         117,    10591,       2056,        38
 267,           655,             123,              8,     53065,         280,         37,      71555,          123,         134,    10650,       2069,        34
 268,           657,             123,             11,     53606,         281,         49,      72091,          123,         151,    10704,       2081,        35
 269,           659,             123,              8,     54149,         282,         39,      72629,          123,        6379,    10744,       2088,        39
 270,           661,             123,             13,     54694,         283,         70,      73169,          123,        1919,    10805,       2100,        34
 271,           664,             124,              7,     54700,         284,         42,      73711,          124,          88,    10849,       2107,        26
 272,           668,             126,              7,     54711,         285,         36,      74255,          126,         100,    10896,       2116,        33
 273,           671,             127,              8,     55802,         287,         44,      74801,          127,          94,    10944,       2125,        31
 274,           673,             127,              8,     56355,         288,         40,      75349,          127,         418,    10999,       2138,        33
 275,           675,             127,              8,     56910,         289,         66,      75899,          127,         109,    11034,       2144,        32
 276,           678,             128,              8,     56916,         290,         44,      76451,          128,         133,    11099,       2157,        32
 277,           682,             130,              7,     56927,         291,         38,      77005,          130,         106,    11140,       2165,        31
 278,           684,             130,              8,     57488,         292,        182,      77561,          130,         285,    11191,       2175,       663
 279,           686,             130,              9,     58051,         293,         44,      78119,          130,          77,    11232,       2181,        23
 280,           688,             130,              6,     58616,         294,         40,      78679,          130,          63,    11294,       2195,        19
 281,           691,             131,              9,     58622,         295,         26,      79241,          131,          65,    11345,       2205,        19
 282,           693,             131,              5,     59191,         296,         26,      79805,          131,          65,    11385,       2211,        18
 283,           696,             132,              7,     59197,         297,         26,      80371,          132,          67,    11454,       2226,        18
 284,           698,             132,              5,     59770,         298,         26,      80939,          132,          65,    11489,       2232,        18
 285,           700,             132,              5,     60345,         299,         26,      81509,          132,          66,    11542,       2243,        18
 286,           703,             133,              5,     60351,         300,         26,      82081,          133,          66,    11581,       2250,        18
 287,           706,             134,              5,     60934,         302,         26,      82655,          134,          66,    11628,       2259,        18
 288,           710,             136,              6,     60945,         303,         37,      83231,          136,          94,    11697,       2273,        29
 289,           715,             139,              8,     60959,         304,         41,      83809,          139,         100,    11738,       2281,        31
 290,           717,             139,              8,     61544,         305,         42,      84389,          139,         102,    11795,       2293,        32
 291,           719,             139,              8,     62131,         306,         41,      84971,          139,         102,    11855,       2306,        31
 292,           721,             139,              7,     62720,         307,         42,      85555,          139,         100,    11909,       2316,        23
 293,           723,             139,              5,     63311,         308,         28,      86141,          139,          74,    11944,       2321,        26
 294,           725,             139,              8,     63904,         309,         35,      86729,          139,         103,    11980,       2327,        31
 295,           727,             139,              7,     64499,         310,         34,      87319,          139,         103,    12031,       2338,        30
 296,           731,             141,              8,     63922,         311,         34,      87911,          141,         105,    12083,       2348,        23
 297,           733,             141,              6,     64521,         312,         32,      88505,          141,          71,    12158,       2365,        19
 298,           735,             141,              5,     65122,         313,         28,      89101,          141,          73,    12192,       2370,        19
 299,           737,             141,              5,     65725,         314,         28,      89699,          141,          72,    12242,       2380,        19
 300,           739,             141,              5,     66330,         315,         28,      90299,          141,          73,    12293,       2389,        19
 301,           741,             141,              5,     66937,         316,         32,      90901,          141,          73,    12333,       2396,        19
 302,           743,             141,             23,     67546,         317,         31,      91505,          141,          73,    12381,       2405,        20
 303,           746,             142,              5,     67552,         318,         28,      92111,          142,          74,    12427,       2415,        19
 304,           750,             144,              5,     67563,         319,         28,      92719,          144,          74,    12490,       2428,        19
 305,           755,             147,              7,     67577,         320,         43,      93329,          147,         121,    12532,       2436,        33
 306,           757,             147,              8,     68194,         321,         49,      93941,          147,         116,    12599,       2450,        33
 307,           759,             147,              8,     68813,         322,         42,      94555,          147,         125,    12624,       2454,        31
 308,           762,             148,             10,     68819,         323,         43,      95171,          148,         137,    12660,       2459,        33
 309,           764,             148,              9,     69442,         324,         47,      95789,          148,         122,    12738,       2477,        32
 310,           766,             148,              9,     70067,         325,         36,      96409,          148,         125,    12795,       2488,        32
 311,           768,             148,              9,     70694,         326,         44,      97031,          148,         127,    12857,       2502,        37
 312,           770,             148,             11,     71323,         327,         41,      97655,          148,         115,    12892,       2506,        35
 313,           773,             149,              9,     71329,         328,         46,      98281,          149,         113,    12939,       2516,        26
 314,           776,             150,              7,     71966,         330,         55,      98909,          150,         216,    12996,       2528,        37
 315,           778,             150,              9,     72601,         331,         51,      99539,          150,         125,    13033,       2534,        34
 316,           780,             150,             10,     73238,         332,         55,     100171,          150,         131,    13095,       2547,        48
 317,           782,             150,              9,     73877,         333,         50,     100805,          150,         123,    13152,       2559,        35
 318,           785,             151,              8,     73883,         334,         56,     101441,          151,         129,    13191,       2566,        34
 319,           789,             153,              9,     73894,         335,         50,     102079,          153,         169,    13229,       2572,        37
 320,           794,             156,             18,     73908,         336,         50,     102719,          156,         130,    13283,       2582,        39
 321,           796,             156,              9,     74555,         337,         51,     103361,          156,         123,    13319,       2588,        34
 322,           798,             156,             10,     75204,         338,         51,     104005,          156,         127,    13374,       2600,        36
 323,           800,             156,              9,     75855,         339,         50,     104651,          156,         158,    13432,       2611,        35
 324,           802,             156,              8,     76508,         340,         49,     105299,          156,         128,    13502,       2627,        34
 325,           805,             157,             10,     76514,         341,         50,     105949,          157,         135,    13540,       2635,        37
 326,           807,             157,              9,     77171,         342,         53,     106601,          157,         127,    13591,       2644,        31
 327,           809,             157,              8,     77830,         343,        103,     107255,          157,         179,    13638,       2653,        37
 328,           812,             158,             10,     77836,         344,         66,     107911,          158,         158,    13704,       2666,        32
